height,block_time,num_txs,marker_present,extended_proposal_bytes,fsm_state,zk_proof_ref_present,other_tx_bytes,likely_recovery_proof_tx
329,2026-08-12T16:50:16.832023595Z,1,True,247,ANCHORED,False,0,False
330,2026-08-12T16:50:20.318929472Z,1,True,247,ANCHORED,False,0,False
331,2026-08-12T16:50:22.021661959Z,1,True,247,ANCHORED,False,0,False
332,2026-08-12T16:50:23.957660793Z,1,True,247,ANCHORED,False,0,False
333,2026-08-12T16:50:25.448107794Z,1,True,247,ANCHORED,False,0,False
334,2026-08-12T16:50:28.982287712Z,1,True,247,ANCHORED,False,0,False
335,2026-08-12T16:50:30.636580671Z,1,True,247,ANCHORED,False,0,False
336,2026-08-12T16:50:32.442262672Z,1,True,247,ANCHORED,False,0,False
337,2026-08-12T16:50:33.973407339Z,1,True,247,ANCHORED,False,0,False
338,2026-08-12T16:50:37.484662133Z,1,True,247,ANCHORED,False,0,False
339,2026-08-12T16:50:39.225379467Z,1,True,247,ANCHORED,False,0,False
340,2026-08-12T16:50:41.122504551Z,1,True,247,ANCHORED,False,0,False
341,2026-08-12T16:50:42.56919426Z,1,True,247,ANCHORED,False,0,False
342,2026-08-12T16:50:46.07458272Z,1,True,247,ANCHORED,False,0,False
343,2026-08-12T16:50:47.663485679Z,1,True,247,ANCHORED,False,0,False
344,2026-08-12T16:50:49.509693347Z,1,True,247,ANCHORED,False,0,False
345,2026-08-12T16:50:50.955113708Z,1,True,247,ANCHORED,False,0,False
346,2026-08-12T16:50:54.66645121Z,1,True,247,ANCHORED,False,0,False
347,2026-08-12T16:50:56.303375086Z,1,True,247,ANCHORED,False,0,False
348,2026-08-12T16:50:58.116774712Z,1,True,247,ANCHORED,False,0,False
349,2026-08-12T16:50:59.695785837Z,1,True,247,ANCHORED,False,0,False
350,2026-08-12T16:51:03.157217006Z,1,True,248,ANCHORED,False,0,False
351,2026-08-12T16:51:07.107085174Z,1,True,247,ANCHORED,False,0,False
352,2026-08-12T16:51:09.119065758Z,1,True,247,ANCHORED,False,0,False
353,2026-08-12T16:51:10.599913967Z,1,True,247,ANCHORED,False,0,False
354,2026-08-12T16:51:14.076119719Z,1,True,247,ANCHORED,False,0,False
355,2026-08-12T16:51:15.698295512Z,1,True,247,ANCHORED,False,0,False
356,2026-08-12T16:51:17.611080762Z,1,True,247,ANCHORED,False,0,False
357,2026-08-12T16:51:19.033884347Z,1,True,247,ANCHORED,False,0,False
358,2026-08-12T16:51:22.461015125Z,1,True,247,ANCHORED,False,0,False
359,2026-08-12T16:51:24.238434543Z,1,True,247,ANCHORED,False,0,False
360,2026-08-12T16:51:26.108771627Z,1,True,247,ANCHORED,False,0,False
361,2026-08-12T16:51:27.647347378Z,1,True,247,ANCHORED,False,0,False
362,2026-08-12T16:51:31.148051838Z,1,True,247,ANCHORED,False,0,False
363,2026-08-12T16:51:32.795959672Z,1,True,247,ANCHORED,False,0,False
364,2026-08-12T16:51:34.692908298Z,1,True,247,ANCHORED,False,0,False
365,2026-08-12T16:51:36.126464674Z,1,True,247,ANCHORED,False,0,False
366,2026-08-12T16:51:39.651948634Z,1,True,247,ANCHORED,False,0,False
367,2026-08-12T16:51:41.191097259Z,1,True,247,ANCHORED,False,0,False
368,2026-08-12T16:51:43.028593719Z,1,True,247,ANCHORED,False,0,False
369,2026-08-12T16:51:44.540697094Z,1,True,247,ANCHORED,False,0,False
370,2026-08-12T16:51:48.183567596Z,1,True,247,ANCHORED,False,0,False
371,2026-08-12T16:51:49.803580222Z,1,True,247,ANCHORED,False,0,False
372,2026-08-12T16:51:51.621726792Z,1,True,247,ANCHORED,False,0,False
373,2026-08-12T16:51:53.135100667Z,1,True,247,ANCHORED,False,0,False
374,2026-08-12T16:51:56.686110461Z,1,True,247,ANCHORED,False,0,False
375,2026-08-12T16:51:58.296865212Z,1,True,247,ANCHORED,False,0,False
376,2026-08-12T16:52:00.217936254Z,1,True,247,ANCHORED,False,0,False
377,2026-08-12T16:52:01.737824755Z,1,True,248,ANCHORED,False,0,False
378,2026-08-12T16:52:07.938135925Z,1,True,247,ANCHORED,False,0,False
379,2026-08-12T16:52:09.556025884Z,1,True,247,ANCHORED,False,0,False
380,2026-08-12T16:52:11.372563801Z,1,True,247,ANCHORED,False,0,False
